DATE (MM/DD/YYYY),HOUR-PST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Global (secondary) [W/m^2],Avg Global (uncorrected) [W/m^2],Avg Direct (uncorrected) [W/m^2],Avg Diffuse (uncorrected) [W/m^2],Avg Air Temperature [deg C],Avg Rel Humidity [%],Avg Avg Wind Speed @ 3m [m/s],Avg Station Pressure [mBar],Avg Precipitation [mm],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Avg CR1000 Temp [deg C],Avg RSR Battery [VDC]
2/5/2016,15,506.1875,900.5280,60.5266,507.0487,509.2392,950.9874,38.6220,23.5718,28.5312,1.9700,1020.0000,0.0000,60.3395,220.0283,30.7962,13.8412
2/5/2016,16,349.7081,831.7095,54.7624,345.1820,348.3576,882.1351,35.6127,22.5638,36.1518,2.6592,1020.2500,0.0000,69.3012,232.5183,30.1237,13.8675
2/5/2016,17,162.0628,656.8794,40.6049,156.3564,160.6706,718.6153,28.2804,21.3903,41.9892,2.8392,1019.7500,0.0000,79.7432,242.8233,27.2403,13.6525
2/5/2016,18,11.0126,61.1328,6.9939,11.3031,11.9071,78.6155,6.9621,19.4643,43.2078,1.6627,1020.0000,0.0000,91.0783,251.6550,23.3450,13.0903
2/5/2016,19,0.0039,0.0000,0.0039,0.0158,0.0035,0.0000,0.0035,19.3662,35.8848,0.4757,1020.2500,0.0000,103.2867,259.7117,19.8122,13.0152
2/5/2016,20,0.0170,0.0000,0.0170,0.0323,0.0153,0.0000,0.0153,18.5115,32.8660,0.8315,1020.5000,0.0000,115.6400,267.6817,18.3933,12.9785
2/5/2016,21,0.0247,0.0000,0.0247,0.0632,0.0223,0.0000,0.0223,18.0268,28.5952,1.2587,1020.7500,0.0000,128.0500,276.4367,17.1560,12.9477
2/5/2016,22,0.0301,0.0000,0.0301,0.0632,0.0271,0.0000,0.0271,17.1245,28.3197,1.5435,1020.7500,0.0000,140.1767,287.4733,16.3305,12.9203
2/5/2016,23,0.0348,0.0000,0.0348,0.0920,0.0313,0.0000,0.0313,15.3810,28.9618,1.6916,1021.2500,0.0000,151.3667,304.1150,15.0685,12.8963
2/6/2016,0,0.0549,0.0000,0.0549,0.0855,0.0494,0.0000,0.0494,14.9260,30.6407,1.1934,1021.2500,0.0000,159.6050,333.5117,14.0745,12.8740
2/6/2016,1,0.0564,0.0000,0.0564,0.1344,0.0508,0.0000,0.0508,13.5805,33.9192,1.1869,1021.0000,0.0000,160.7317,60.9209,12.8677,12.8472
2/6/2016,2,0.0703,0.0000,0.0703,0.1416,0.0633,0.0000,0.0633,13.3595,33.7730,1.7263,1021.5000,0.0000,153.8583,49.9048,11.9395,12.8233
2/6/2016,3,0.0610,0.0000,0.0610,0.1739,0.0550,0.0000,0.0550,12.9762,33.6985,1.7948,1021.0000,0.0000,143.1417,68.9418,11.5843,12.8025
2/6/2016,4,0.0719,0.0000,0.0719,0.1898,0.0647,0.0000,0.0647,13.1382,32.8373,2.2994,1021.0000,0.0000,131.1333,80.9493,11.4443,12.7840
2/6/2016,5,0.0147,0.0000,0.0147,-0.5441,0.0132,0.0000,0.0132,13.0575,32.3070,2.3174,1020.7500,0.0000,118.7517,90.0900,11.3003,12.7638
2/6/2016,6,0.0000,0.0000,0.0000,-0.7856,0.0000,0.0000,0.0000,12.9298,33.0468,2.0389,1019.2500,0.0000,106.3467,98.1550,11.3233,12.7508
2/6/2016,7,1.5059,0.0000,1.5059,1.8848,2.1665,3.2812,2.1212,12.0945,35.0680,1.6467,1020.2500,0.0000,94.0600,106.1083,10.7627,12.7327
2/6/2016,8,105.6636,472.2384,32.0106,108.9413,104.6354,522.4102,23.5929,14.0307,34.0290,2.0842,1020.5000,0.0000,82.4318,114.6617,10.9993,12.9050
2/6/2016,9,301.5338,786.5694,53.0207,304.9303,298.9514,835.3528,35.1288,20.1288,25.5282,2.0695,1021.2667,0.0000,71.7022,124.5067,18.3208,13.5273
2/6/2016,10,473.8775,883.3619,62.2318,479.6441,475.9633,933.8779,40.8038,23.4867,21.9328,1.6530,1021.7500,0.0000,62.2500,136.3767,26.5412,13.8045
2/6/2016,11,603.2884,931.8969,67.0836,610.6860,609.1297,982.4815,43.8312,23.2260,20.3450,0.9576,1021.7500,0.0000,54.8735,150.9483,30.4397,13.7992
2/6/2016,12,676.2742,956.3755,68.2536,684.5634,684.8528,1008.0883,43.9532,24.5908,17.8767,1.4472,1020.5000,0.0000,50.5222,168.2550,30.7932,13.8000
2/6/2016,13,685.3662,957.9601,69.5075,692.9428,694.1723,1009.6657,45.0741,24.6940,16.1612,2.7771,1019.0167,0.0000,49.9927,186.9967,29.6687,13.8340
2/6/2016,14,630.0038,941.9130,68.4462,635.7680,637.3440,993.8887,44.8097,24.9323,15.7468,2.7071,1017.5000,0.0000,53.3985,204.8700,30.2973,13.8407
2/6/2016,15,516.4147,907.3200,63.7056,517.3569,519.3330,957.3327,41.6626,22.9688,30.4582,2.1907,1017.0000,0.0000,60.0762,220.2050,31.0487,13.8397
2/6/2016,16,358.4753,838.4718,57.8993,354.3203,357.1239,888.9881,38.5604,22.7337,25.7360,1.9537,1016.5000,0.0000,69.0667,232.7267,29.3388,13.8955
2/6/2016,17,167.3731,659.2863,43.1247,161.6677,166.0499,722.0069,30.5195,22.2550,25.8245,1.9348,1016.7500,0.0000,79.5335,243.0517,27.9192,13.6807
2/6/2016,18,12.2317,66.3973,7.7161,12.4293,13.0940,83.3129,7.6392,19.9720,30.5722,0.6257,1016.7500,0.0000,90.8883,251.8933,24.1875,13.0878
2/6/2016,19,0.0031,0.0000,0.0031,0.0050,0.0028,0.0000,0.0028,18.3965,36.7328,0.1641,1016.5000,0.0000,103.1083,259.9700,19.8448,13.0122
2/6/2016,20,0.0247,0.0000,0.0247,0.0295,0.0223,0.0000,0.0223,17.7937,37.1985,0.4752,1016.7500,0.0000,115.4717,267.9683,17.7447,12.9738
2/6/2016,21,0.0216,0.0000,0.0216,0.0568,0.0195,0.0000,0.0195,17.9222,25.8222,2.2400,1016.7500,0.0000,127.8733,276.7583,16.8928,12.9440
2/6/2016,22,0.0294,0.0000,0.0294,0.0675,0.0264,0.0000,0.0264,18.0070,24.3110,1.9524,1017.0000,0.0000,139.9750,287.8567,16.5275,12.9215
2/6/2016,23,0.0239,0.0000,0.0239,0.0525,0.0216,0.0000,0.0216,15.3643,32.6673,1.7629,1017.0000,0.0000,151.1383,304.5467,15.7932,12.8977
2/7/2016,0,0.0417,0.0000,0.0417,0.0891,0.0376,0.0000,0.0376,15.1783,30.3333,1.2920,1017.2500,0.0000,159.3200,333.7917,14.3122,12.8755
2/7/2016,1,0.0788,0.0000,0.0788,0.1164,0.0710,0.0000,0.0710,14.1990,35.7662,1.7885,1017.0000,0.0000,160.4350,63.6639,13.1618,12.8483
2/7/2016,2,0.0719,0.0000,0.0719,0.1365,0.0647,0.0000,0.0647,13.6625,37.6795,1.7106,1016.7500,0.0000,153.6333,49.4223,12.8267,12.8272
2/7/2016,3,0.0070,0.0000,0.0070,-0.6870,0.0063,0.0000,0.0063,14.0743,32.7172,1.7371,1016.7500,0.0000,142.9717,68.5142,12.4552,12.8035
2/7/2016,4,0.0394,0.0000,0.0394,-0.3234,0.0355,0.0000,0.0355,14.8415,27.9302,2.3052,1016.5000,0.0000,130.9967,80.5895,12.4525,12.7863
2/7/2016,5,0.0811,0.0000,0.0811,0.1710,0.0731,0.0000,0.0731,14.7598,29.1985,2.5700,1016.2500,0.0000,118.6067,89.7717,12.8362,12.7667
2/7/2016,6,0.0595,0.0000,0.0595,0.1660,0.0536,0.0000,0.0536,14.7955,29.3720,2.3969,1015.7500,0.0000,106.2050,97.8700,12.9380,12.7550
2/7/2016,7,1.9143,0.0000,1.9143,2.5750,2.5668,2.8867,2.5157,12.4688,37.4332,1.9497,1016.0000,0.0000,93.8917,105.8433,12.3197,12.7385
2/7/2016,8,109.6742,504.7708,31.2353,113.0746,108.6277,558.4036,22.3817,15.6640,32.4280,1.4266,1016.2500,0.0000,82.2553,114.4100,12.6062,12.9048
2/7/2016,9,306.2303,801.9195,50.1231,310.0046,304.1205,852.0812,32.0927,22.2507,21.0128,2.0227,1016.2500,0.0000,71.4960,124.2617,20.2392,13.5073
2/7/2016,10,479.8540,898.8088,57.7522,485.9989,482.3296,949.9682,36.2318,24.4982,19.4873,1.7313,1017.0000,0.0000,62.0103,136.1567,28.1708,13.7512
2/7/2016,11,608.2425,940.3233,63.5723,616.3332,615.0951,992.4338,40.2390,25.2462,17.6248,1.9577,1016.7667,0.0000,54.5993,150.7717,31.3627,13.7678
2/7/2016,12,679.8845,960.9635,65.0461,689.1830,689.5653,1014.1755,40.6783,26.6428,16.0425,1.9606,1016.2500,0.0000,50.2197,168.1750,32.2418,13.7500
2/7/2016,13,688.7343,961.8792,66.4046,698.3163,699.4707,1016.3565,41.8948,28.1227,16.4907,1.5457,1015.7500,0.0000,49.6833,187.0200,32.2945,13.7565
2/7/2016,14,635.0429,950.5570,64.4288,641.8819,643.3731,1003.9395,40.7089,26.6977,17.7225,2.1461,1015.0000,0.0000,53.1052,204.9917,33.1258,13.7600
2/7/2016,15,522.5486,918.8074,60.3958,524.8009,526.8420,971.3847,38.2506,26.0018,19.1995,1.7382,1015.0000,0.0000,59.8105,220.3867,33.5115,13.7693
2/7/2016,16,361.6519,846.5427,55.0120,357.8616,360.5545,897.3759,35.6002,23.4078,34.0933,1.7211,1014.5000,0.0000,68.8313,232.9583,31.6383,13.8278
2/7/2016,17,172.4809,682.8526,41.7371,166.8292,171.1502,746.1298,28.8574,22.4122,36.4312,1.1348,1015.0000,0.0000,79.3270,243.2850,28.9667,13.6837
2/7/2016,18,13.2645,74.1948,8.0147,13.3155,14.0354,90.1742,7.8755,21.1068,31.7555,0.5352,1014.7500,0.0000,90.6917,252.1433,25.0343,13.0860
2/7/2016,19,0.0031,0.0000,0.0031,-0.0022,0.0028,0.0000,0.0028,19.5240,30.9690,1.0705,1014.7500,0.0000,102.9300,260.2350,21.1677,13.0110
2/7/2016,20,0.0062,0.0000,0.0062,0.0151,0.0056,0.0000,0.0056,19.1358,30.0100,0.7549,1014.7500,0.0000,115.2967,268.2600,19.3320,12.9710
2/7/2016,21,0.0139,0.0000,0.0139,0.0309,0.0125,0.0000,0.0125,18.9317,30.0590,0.5190,1015.7500,0.0000,127.6950,277.0900,18.4618,12.9443
2/7/2016,22,0.0216,0.0000,0.0216,0.0316,0.0195,0.0000,0.0195,18.0305,31.1028,0.9865,1015.5000,0.0000,139.8167,288.2317,17.7648,12.9238
2/7/2016,23,0.0046,0.0000,0.0046,-0.6035,0.0042,0.0000,0.0042,16.1848,34.9368,1.2352,1015.7500,0.0000,150.9067,304.9817,16.6532,12.9020
2/8/2016,0,0.0100,0.0000,0.0100,-0.6094,0.0090,0.0000,0.0090,15.2033,37.5863,1.3280,1016.0000,0.0000,159.0267,334.0800,15.2197,12.8778
2/8/2016,1,0.0618,0.0000,0.0618,0.1157,0.0557,0.0000,0.0557,15.3138,35.7332,1.3003,1015.5000,0.0000,160.1350,63.4228,14.6155,12.8533
2/8/2016,2,0.0085,0.0000,0.0085,-0.5663,0.0077,0.0000,0.0077,14.7000,36.9077,1.6302,1015.7500,0.0000,153.4083,48.9473,14.1817,12.8328
2/8/2016,3,0.0680,0.0000,0.0680,-0.0618,0.0612,0.0000,0.0612,13.6255,41.8912,0.8911,1016.0000,0.0000,142.7850,68.0843,13.6702,12.8140
2/8/2016,4,0.0587,0.0000,0.0587,-0.0697,0.0529,0.0000,0.0529,13.4190,41.3012,1.2131,1015.0000,0.0000,130.8317,80.2320,12.4872,12.7887
2/8/2016,5,0.0000,0.0000,0.0000,-0.7977,0.0000,0.0000,0.0000,13.7088,40.5618,1.0276,1015.5000,0.0000,118.4583,89.4650,12.7195,12.7692
2/8/2016,6,0.0185,0.0000,0.0185,-0.4829,0.0167,0.0000,0.0167,13.2788,42.0070,2.2320,1015.0000,0.0000,106.0433,97.5833,12.3103,12.7520
2/8/2016,7,2.0235,0.0000,2.0235,2.2774,2.6454,2.9713,2.5910,13.2202,42.6058,1.5875,1015.7500,0.0000,93.7233,105.5767,12.5247,12.7345
2/8/2016,8,113.7637,539.8817,30.0618,117.4232,112.6167,595.2399,20.8526,16.1702,38.3295,0.7895,1015.9833,0.0000,82.0710,114.1533,13.4933,12.9137
2/8/2016,9,308.3206,808.7353,47.3491,312.8402,306.0902,858.1278,29.2620,21.5533,28.5682,0.2756,1016.0000,0.0000,71.2838,124.0217,20.4178,13.5150
2/8/2016,10,480.8731,900.1237,54.8204,488.5344,484.1515,952.5790,33.2735,26.1938,21.0152,0.7273,1016.7500,0.0000,61.7653,135.9400,28.1110,13.7432
2/8/2016,11,610.6164,943.9064,60.1207,620.1477,618.9042,998.2186,36.7355,27.8298,15.8795,0.7599,1017.5000,0.0000,54.3185,150.6000,33.2713,13.7245
2/8/2016,12,679.4228,957.3626,62.9829,690.1117,690.7858,1012.8767,38.5977,29.4873,14.4398,1.5248,1016.7667,0.0000,49.9130,168.0783,34.8170,13.6775
2/8/2016,13,683.7322,950.0584,65.0954,694.1087,695.2140,1005.2312,40.6470,29.4783,20.3218,1.4838,1015.7500,0.0000,49.3702,187.0467,34.4162,13.6932
2/8/2016,14,628.1169,928.6327,66.7399,636.0545,637.2874,982.9238,43.1038,28.3643,20.9912,1.5639,1015.0000,0.0000,52.8082,205.1267,34.1707,13.7313
2/8/2016,15,515.9981,889.3358,65.0033,519.7678,521.7173,944.2096,42.9281,29.3163,17.7398,1.7196,1014.5000,0.0000,59.5430,220.5817,35.4003,13.7150
2/8/2016,16,357.1757,814.2769,59.0643,355.2211,357.8560,869.2874,39.7052,29.1293,19.1207,1.6094,1014.2500,0.0000,68.5955,233.1850,35.7155,13.7103
2/8/2016,17,170.9063,643.7155,45.0280,165.9880,170.3194,709.6384,32.1814,27.5313,19.4927,1.9853,1014.5000,0.0000,79.1187,243.5250,33.8193,13.5672
2/8/2016,18,13.7635,57.4565,9.4079,13.8727,14.5892,70.2449,9.5120,23.5827,28.4882,0.8937,1014.5000,0.0000,90.5033,252.3933,28.9215,13.0852
2/8/2016,19,0.0015,0.0000,0.0015,-0.0237,0.0014,0.0000,0.0014,21.2930,35.2605,0.6314,1014.2500,0.0000,102.7567,260.5033,23.5583,13.0117
2/8/2016,20,0.0069,0.0000,0.0069,0.0057,0.0063,0.0000,0.0063,20.7217,33.6530,0.3775,1015.0000,0.0000,115.1233,268.5517,21.0287,12.9740
2/8/2016,21,0.0062,0.0000,0.0062,0.0208,0.0056,0.0000,0.0056,21.7750,27.6453,0.0651,1015.7500,0.0000,127.5217,277.4300,20.3705,12.9482
2/8/2016,22,0.0085,0.0000,0.0085,0.0330,0.0077,0.0000,0.0077,20.3308,27.4505,0.5721,1016.0000,0.0000,139.6267,288.6233,19.8540,12.9250
2/8/2016,23,0.0232,0.0000,0.0232,0.0251,0.0209,0.0000,0.0209,17.8160,34.1342,1.7441,1015.5000,0.0000,150.6733,305.4150,18.2518,12.9025
2/9/2016,0,0.0216,0.0000,0.0216,0.0496,0.0195,0.0000,0.0195,17.4990,34.6608,1.3417,1016.0000,0.0000,158.7317,334.3633,17.4478,12.8812
2/9/2016,1,0.0247,0.0000,0.0247,0.0632,0.0223,0.0000,0.0223,15.3795,41.9710,0.8078,1016.0000,0.0000,159.8267,63.1932,15.6192,12.8560
2/9/2016,2,0.0471,0.0000,0.0471,-0.1006,0.0424,0.0000,0.0424,14.5400,42.7700,0.7924,1015.7500,0.0000,153.1700,48.4798,14.2213,12.8297
2/9/2016,3,0.0610,0.0000,0.0610,0.1258,0.0550,0.0000,0.0550,13.7552,44.3190,1.3657,1015.5000,0.0000,142.6033,67.6578,13.4602,12.8042
2/9/2016,4,0.0564,0.0000,0.0564,0.1322,0.0508,0.0000,0.0508,13.9273,39.8920,0.6375,1015.0000,0.0000,130.6717,79.8677,12.8198,12.7803
2/9/2016,5,0.0796,0.0000,0.0796,0.1337,0.0717,0.0000,0.0717,14.6493,37.4468,1.5439,1015.5000,0.0000,118.3017,89.1450,12.3075,12.7622
2/9/2016,6,0.0634,0.0000,0.0634,0.1524,0.0571,0.0000,0.0571,15.3815,32.4632,1.2567,1015.2500,0.0000,105.8867,97.3017,13.0510,12.7468
2/9/2016,7,2.3555,0.0580,2.3529,3.0119,3.0427,4.8292,2.9483,15.5948,31.3162,1.9101,1016.2500,0.0000,93.5483,105.3100,12.8638,12.7308
2/9/2016,8,120.4775,576.5201,30.8727,124.5531,119.5587,637.8090,21.1019,19.2065,28.2490,2.0731,1016.5000,0.0000,81.8837,113.8983,14.6280,12.9195
2/9/2016,9,317.3894,825.4965,48.1653,322.4654,316.2086,878.4306,29.8138,25.4542,21.2858,1.8300,1017.2500,0.0000,71.0665,123.7717,23.1915,13.5140
2/9/2016,10,491.4649,914.0439,55.3188,499.7301,496.0482,969.1725,33.6030,28.8510,18.2307,2.0181,1017.7500,0.0000,61.5158,135.7050,31.4978,13.6957
2/9/2016,11,621.5876,955.5866,60.4063,632.7918,631.6378,1012.8343,36.8467,30.7260,16.0637,1.9371,1017.5000,0.0000,54.0340,150.4250,36.7693,13.6258
2/9/2016,12,694.5918,975.4460,62.4406,706.5773,707.2273,1032.9382,37.8181,31.1068,14.3465,1.3984,1016.7500,0.0000,49.6015,167.9900,37.9863,13.5855
2/9/2016,13,703.8997,976.2795,64.1015,714.9264,715.9226,1032.3862,39.3531,29.7188,19.9922,1.1545,1015.2500,0.0000,49.0527,187.0800,36.1767,13.6340
2/9/2016,14,651.4049,968.4177,62.0876,659.5849,660.6392,1022.9480,38.1271,27.6680,23.2220,1.4788,1014.2500,0.0000,52.5092,205.2650,34.8767,13.7022
2/9/2016,15,536.6569,932.7154,59.9809,539.9122,541.5925,986.1357,37.6358,26.7462,24.3168,1.7102,1013.7500,0.0000,59.2738,220.7783,34.3030,13.7408
2/9/2016,16,375.0553,863.6413,55.7199,372.6494,374.9565,916.9306,36.0126,26.1177,29.1705,1.6741,1014.2500,0.0000,68.3578,233.4133,33.5003,13.7745
2/9/2016,17,164.9690,583.6785,41.5475,160.2250,163.9073,639.5019,29.4817,24.5665,32.4565,1.1805,1014.5000,0.0000,78.9103,243.7700,31.1242,13.5947
2/9/2016,18,12.2601,58.1485,7.8811,12.1575,12.8153,72.6790,7.6394,22.6357,31.8958,0.5525,1014.0000,0.0000,90.3083,252.6517,26.4902,13.0535
2/9/2016,19,0.0023,0.0000,0.0023,-0.0136,0.0021,0.0000,0.0021,20.7375,38.0912,0.4037,1014.0000,0.0000,102.5800,260.7800,22.3147,12.9933
2/9/2016,20,0.0054,0.0000,0.0054,0.0065,0.0049,0.0000,0.0049,18.9377,52.7033,1.9277,1014.2500,0.0000,114.9550,268.8533,20.0502,12.9572
2/9/2016,21,0.0116,0.0000,0.0116,0.0316,0.0104,0.0000,0.0104,18.3810,57.0088,1.0805,1015.0000,0.0000,127.3500,277.7617,18.7345,12.9305
2/9/2016,22,0.0116,0.0000,0.0116,0.0338,0.0104,0.0000,0.0104,17.2340,60.9147,1.4843,1015.0000,0.0000,139.4267,289.0267,17.5943,12.9085
2/9/2016,23,0.0209,0.0000,0.0209,0.0453,0.0188,0.0000,0.0188,16.3110,60.3770,0.8954,1015.0000,0.0000,150.4417,305.8683,16.5963,12.8868
2/10/2016,0,0.0286,0.0000,0.0286,0.0568,0.0257,0.0000,0.0257,14.8845,67.6955,0.7398,1015.2500,0.0000,158.4333,334.6600,15.1330,12.8638
2/10/2016,1,0.0340,0.0000,0.0340,0.0791,0.0306,0.0000,0.0306,15.1773,58.4858,0.9658,1015.5000,0.0000,159.5300,62.9754,14.2680,12.8415
2/10/2016,2,0.0456,0.0000,0.0456,0.0927,0.0411,0.0000,0.0411,17.4740,34.9657,1.9191,1015.2500,0.0000,152.9317,48.0187,14.6182,12.8197
2/10/2016,3,0.0433,0.0000,0.0433,0.0927,0.0390,0.0000,0.0390,17.7630,33.1970,1.7734,1015.0000,0.0000,142.4133,67.2318,15.7752,12.8045
2/10/2016,4,0.0185,0.0000,0.0185,0.0762,0.0167,0.0000,0.0167,17.5323,31.0038,1.9453,1015.2500,0.0000,130.5117,79.5060,15.5493,12.7875
2/10/2016,5,0.0294,0.0000,0.0294,0.0877,0.0264,0.0000,0.0264,17.2943,30.8913,1.7524,1015.2500,0.0000,118.1383,88.8250,15.2310,12.7723
2/10/2016,6,0.0317,0.0000,0.0317,0.0826,0.0285,0.0000,0.0285,17.2453,30.0978,1.8851,1015.5000,0.0000,105.7233,97.0150,15.0120,12.7557
2/10/2016,7,2.2575,0.0000,2.2575,2.8746,2.8367,2.3969,2.7867,16.9653,30.3800,2.1503,1016.0000,0.0000,93.3650,105.0417,14.8660,12.7413
2/10/2016,8,75.7426,218.1822,33.5208,77.3179,75.0973,248.3497,27.6275,19.0950,29.3612,2.1814,1015.9833,0.0000,81.6928,113.6433,15.7135,12.8352
2/10/2016,9,298.2888,708.8434,63.7690,302.3866,297.1002,758.9422,46.0973,24.7685,22.3693,2.1796,1016.2500,0.0000,70.8452,123.5250,22.5615,13.4193
2/10/2016,10,498.4669,862.7677,83.6593,506.7767,502.8675,917.3026,61.8513,28.0457,18.4495,1.8829,1017.7500,0.0000,61.2610,135.4867,30.8628,13.6523
2/10/2016,11,621.9384,925.5929,74.0402,631.8547,629.8484,978.8349,50.5021,26.5383,25.0737,1.2754,1017.5000,0.0000,53.7448,150.2500,34.6255,13.6650
2/10/2016,12,699.3116,969.1475,67.1663,709.7200,709.0441,1021.8542,42.5175,25.9030,30.7922,1.2306,1016.7500,0.0000,49.2858,167.9133,32.9362,13.7102
2/10/2016,13,707.0651,971.8214,66.0813,717.7395,717.6697,1025.4600,41.3074,27.1357,27.2233,1.2600,1015.7500,0.0000,48.7327,187.1200,31.9930,13.7542
2/10/2016,14,650.9406,957.6224,64.1766,658.8748,659.0368,1009.9042,40.2385,25.4533,33.8325,1.9384,1014.7500,0.0000,52.2072,205.4067,32.0312,13.7780
2/10/2016,15,538.7412,929.0246,60.2982,541.7615,542.7500,980.2487,37.9374,24.3300,37.5228,2.0780,1014.7500,0.0000,59.0047,220.9867,32.1440,13.8047
2/10/2016,16,377.1961,862.1874,55.0179,374.1806,376.2797,912.7460,35.2871,23.0728,47.1598,1.9048,1014.5000,0.0000,68.1207,233.6417,30.9755,13.8460
2/10/2016,17,186.8192,723.1181,41.7097,180.8531,185.3495,786.9682,28.1075,21.8530,46.8413,1.9910,1014.2500,0.0000,78.6982,244.0183,28.1252,13.7635
2/10/2016,18,17.5539,108.6425,9.2806,17.2634,18.2261,127.4590,8.7814,20.0075,47.7305,1.1886,1014.7500,0.0000,90.1167,252.9150,24.3678,13.0892
2/10/2016,19,0.0093,0.0000,0.0093,0.0101,0.0083,0.0000,0.0083,19.1895,48.6380,1.0215,1014.7500,0.0000,102.4000,261.0583,20.3253,12.9937
2/10/2016,20,0.0108,0.0000,0.0108,0.0338,0.0097,0.0000,0.0097,18.2932,53.3872,0.7088,1014.7500,0.0000,114.7833,269.1567,18.6840,12.9607
2/10/2016,21,0.0131,0.0000,0.0131,0.0374,0.0118,0.0000,0.0118,16.6770,59.1903,0.9997,1014.5000,0.0000,127.1733,278.1167,17.1613,12.9355
2/10/2016,22,0.0278,0.0000,0.0278,0.0524,0.0250,0.0000,0.0250,16.6322,56.9435,1.5324,1014.7500,0.0000,139.2267,289.4283,16.3663,12.9128
2/10/2016,23,0.0270,0.0000,0.0270,0.0539,0.0243,0.0000,0.0243,16.8253,51.3547,1.5912,1015.2500,0.0000,150.2067,306.3083,16.1715,12.8973
2/11/2016,0,0.0232,0.0000,0.0232,0.0510,0.0209,0.0000,0.0209,16.3425,49.8763,1.7640,1014.7500,0.0000,158.1333,334.9550,15.7753,12.8788
2/11/2016,1,0.0410,0.0000,0.0410,0.0740,0.0369,0.0000,0.0369,15.9767,47.9872,1.7593,1014.7500,0.0000,159.2183,62.7675,15.2225,12.8592
2/11/2016,2,0.0348,0.0000,0.0348,0.0941,0.0313,0.0000,0.0313,17.5705,35.1905,2.2224,1014.5000,0.0000,152.6817,47.5657,15.1685,12.8410
2/11/2016,3,0.0301,0.0000,0.0301,0.0812,0.0271,0.0000,0.0271,17.5425,34.0080,1.9111,1014.2500,0.0000,142.2167,66.8077,15.5190,12.8217
2/11/2016,4,0.0294,0.0000,0.0294,0.0460,0.0264,0.0000,0.0264,16.3038,39.7308,1.1496,1014.0000,0.0000,130.3317,79.1428,15.0858,12.8003
2/11/2016,5,0.0170,0.0000,0.0170,-0.4743,0.0153,0.0000,0.0153,14.0642,48.7117,1.0883,1014.0000,0.0000,117.9783,88.5150,13.7163,12.7772
2/11/2016,6,0.0603,0.0000,0.0603,0.0000,0.0543,0.0000,0.0543,15.6760,37.8295,1.9140,1014.0000,0.0000,105.5483,96.7233,13.5662,12.7537
2/11/2016,7,2.9226,0.0000,2.9226,3.7118,3.7058,3.9236,3.6140,16.4513,34.0722,2.1796,1014.2500,0.0000,93.1833,104.7633,14.0173,12.7335
2/11/2016,8,121.0135,525.3147,35.2971,124.9084,119.7832,581.5933,25.4810,18.1398,35.3240,1.6378,1014.2500,0.0000,81.4950,113.3783,15.2993,12.9222
2/11/2016,9,316.5793,782.9177,55.2139,320.8577,314.2657,831.0936,36.9137,20.5562,38.3148,0.3340,1015.5000,0.0000,70.6192,123.2817,20.7593,13.5018
2/11/2016,10,493.3392,883.1581,64.8826,499.6864,495.4519,932.3479,43.1751,22.4697,37.1143,1.1027,1016.0000,0.0000,61.0007,135.2683,26.4797,13.7618
2/11/2016,11,620.8376,919.5815,73.3555,628.6550,626.6378,968.7790,49.8650,22.3232,40.3788,1.2093,1016.0000,0.0000,53.4513,150.0783,28.9510,13.8447
2/11/2016,12,691.2300,934.6279,77.6762,700.1608,699.6588,984.8069,53.1633,23.8797,37.0460,1.4468,1015.7500,0.0000,48.9658,167.8383,29.7935,13.8228
2/11/2016,13,697.6681,932.4172,78.7170,706.2689,706.2057,982.3494,54.1098,23.8727,37.5168,1.8177,1014.5000,0.0000,48.4077,187.1633,28.8958,13.8463
2/11/2016,14,644.8097,920.6361,76.8931,651.9332,651.8979,970.7838,53.0553,23.6817,38.2813,1.8427,1014.0000,0.0000,51.9033,205.5450,29.2872,13.8710
2/11/2016,15,533.0830,888.1099,72.0301,536.0693,537.0360,938.6868,49.7464,24.1563,35.9417,2.0882,1014.0000,0.0000,58.7325,221.1967,30.6223,13.8563
2/11/2016,16,373.1929,816.7524,64.7865,370.3401,372.4132,866.9902,45.1292,23.2898,44.4353,2.1276,1014.0000,0.0000,67.8828,233.8917,30.3470,13.8653
2/11/2016,17,181.9557,643.7552,49.1192,176.6695,180.5882,705.6384,35.7541,22.1572,48.0317,1.3233,1014.2333,0.0000,78.4890,244.2717,28.3262,13.7062
2/11/2016,18,17.3493,83.1033,10.5917,17.0788,17.9321,97.4098,10.2053,19.7677,52.1637,0.9157,1014.5000,0.0000,89.9267,253.1817,24.2678,13.0868
2/11/2016,19,0.0031,0.0000,0.0031,0.0043,0.0028,0.0000,0.0028,19.0885,48.0507,1.1213,1014.5000,0.0000,102.2217,261.3333,20.2580,13.0057
2/11/2016,20,0.0170,0.0000,0.0170,0.0273,0.0153,0.0000,0.0153,18.3030,54.5265,1.0152,1015.0000,0.0000,114.6100,269.4650,18.5490,12.9710
2/11/2016,21,0.0201,0.0000,0.0201,0.0417,0.0181,0.0000,0.0181,17.3662,59.1482,0.5657,1015.0000,0.0000,126.9967,278.4550,17.5323,12.9477
